FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITYDATA COMPLETENESS BETWEEN 2013-2018,
kuchinotsu-ma48-jpn-jodc_jma,Kuchinotsu,MA48,JPN,JODC_JMA,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Meteorological Agency,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,32.60528333,130.1952833,Unspecified,1967-12-31 15:00,2019-12-31 14:00,53,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,100
maizuru-ma55-jpn-jodc_jma,Maizuru,MA55,JPN,JODC_JMA,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Meteorological Agency,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,35.47666667,135.38695,Unspecified,1968-12-31 15:00,2019-12-31 14:00,52,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,100
niigatakonishiko-0103-jpn-jodc_pahb,Niigatakonishiko,103,JPN,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,37.94055,139.0611167,Unspecified,2000-12-31 15:00,2019-12-31 14:00,20,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,100
nanaoko-0106-jpn-jodc_pahb,Nanaoko,106,JPN,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,37.04945,136.9683333,Unspecified,2000-12-31 15:00,2019-12-31 14:00,20,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,100
trout_creek_at_mouth_near_key_largo_fl-251253080320100-usa-usgs,Trout_Creek_At_Mouth_Near_Key_Largo_Fl,2.51253E+14,USA,USGS,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,stalke@calpoly.edu,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,https://answers.usgs.gov,25.214897,-80.533506,NAD83,2007-10-01 5:00,2021-04-06 17:00,15,0,USGS Station Datum (see USGS station webpage for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
s40_t-s40_t-usa-sfwmd,S40_T,S40_T,USA,SFWMD,South Florida Water Management District (SFWMD),https://www.sfwmd.gov/science-data/dbhydro,stalke@calpoly.edu,South Florida Water Management District (SFWMD),https://www.sfwmd.gov/science-data/dbhydro,https://www.sfwmd.gov/contact/dbhydro_contact_form,26.42111111,-80.07194444,NAD 83,1985-08-31 23:00,2020-12-31 23:00,36,0,Gauge Zero is 0 ft relative to NGVD-29 Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
winter_harbour_bc-8735-can-meds,Winter_Harbour_BC,8735,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,50.51,-128.03,Unspecified,1964-05-13 8:00,2021-02-01 7:00,34,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
ratan-2056-swe-smhi,Ratan,2056,SWE,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,63.9861,20.895,Unspecified,1891/10/26 05:00:00,2021-04-15 0:00,131,0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
smogen-2111-swe-smhi,Smogen,2111,SWE,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,58.3536,11.2178,Unspecified,1910-06-20 0:00,2021-04-15 0:00,112,0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
furuogrund-2055-swe-smhi,Furuogrund,2055,SWE,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,64.9158,21.2306,Unspecified,1916-01-01 0:00,2021-04-15 0:00,106,0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
klagshamn-2095-swe-smhi,Klagshamn,2095,SWE,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,55.5222,12.8936,Unspecified,1929-11-13 15:00,2021-04-15 0:00,93,0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
oskarshamn-2085-swe-smhi,Oskarshamn,2085,SWE,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,57.275,16.4781,Unspecified,1960-09-15 15:00,2021-04-15 0:00,62,0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
marviken-2076-swe-smhi,Marviken,2076,SWE,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,58.5536,16.8372,Unspecified,1964-11-16 17:00,2019-10-01 8:20,56,0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
ringhals-2105-swe-smhi,Ringhals,2105,SWE,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,57.2497,12.1125,Unspecified,1967-11-01 0:00,2021-04-15 0:00,55,0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
simrishamn-2320-swe-smhi,Simrishamn,2320,SWE,SMHI,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,Swedish Meteorological and Hydrological Institute,"https://www.smhi.se/data/oceanografi/ladda-ner-oceanografiska-observationer/#param=sealevelMinutes,stations=all",smhi@smhi.se,55.5575,14.3578,Unspecified,1982-06-01 0:00,2021-04-15 0:00,40,0,RH 2000 (Swedish National Height System 2000),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
travemunde-tra-deu-bfg,Travemunde,Tra,DEU,BfG,Bundesanstalt Fur Gewasserkunde (Federal Institute of Hydrology),https://www.bafg.de/EN/Home/homepage_en_node.html,Datenstelle-M1@bafg.de,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.gdws.wsv.bund.de/DE/startseite/startseite_node.html,https://www.gdws.wsv.bund.de/DE/service-navi/kontakt/kontakt_node.html,53.958024,10.872182,Unspecified,1949-10-31 23:00,2020-12-31 22:00,72,0,PNP,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
greifswald_wiek-gre-deu-bfg,Greifswald_Wiek,Gre,DEU,BfG,Bundesanstalt Fur Gewasserkunde (Federal Institute of Hydrology),https://www.bafg.de/EN/Home/homepage_en_node.html,Datenstelle-M1@bafg.de,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.gdws.wsv.bund.de/DE/startseite/startseite_node.html,https://www.gdws.wsv.bund.de/DE/service-navi/kontakt/kontakt_node.html,54.097711,13.457153,Unspecified,1996-07-01 0:00,2020-12-31 23:00,25,0,PNP,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
warnemunde-war-deu-bfg,Warnemunde,War,DEU,BfG,Bundesanstalt Fur Gewasserkunde (Federal Institute of Hydrology),https://www.bafg.de/EN/Home/homepage_en_node.html,Datenstelle-M1@bafg.de,Wasserstraßen-und Schifffahrtsverwaltung des Bundes (Federal Waterway and Shipping Administration),https://www.gdws.wsv.bund.de/DE/startseite/startseite_node.html,https://www.gdws.wsv.bund.de/DE/service-navi/kontakt/kontakt_node.html,54.169731,12.103388,Unspecified,1998-11-01 0:00,2020-12-31 23:00,23,0,PNP,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
foglo_degerby-134252-fin-fmi,Foglo_Degerby,134252,FIN,FMI,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,60.03,20.38,Unspecified,1971-01-07 0:00,2021-04-28 23:00,51,0,theoretical mean water: https://en.ilmatieteenlaitos.fi/theoretical-mean-sea-level,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
hamina_pitajansaari-134254-fin-fmi,Hamina_Pitajansaari,134254,FIN,FMI,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,60.56,27.18,Unspecified,1971-01-07 0:00,2021-04-28 23:00,51,0,theoretical mean water: https://en.ilmatieteenlaitos.fi/theoretical-mean-sea-level,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
hanko_pikku_kolalahti-134253-fin-fmi,Hanko_Pikku_Kolalahti,134253,FIN,FMI,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,59.82,22.98,Unspecified,1971-01-07 0:00,2021-04-28 23:00,51,0,theoretical mean water: https://en.ilmatieteenlaitos.fi/theoretical-mean-sea-level,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
helsinki_kaivopuisto-132310-fin-fmi,Helsinki_Kaivopuisto,132310,FIN,FMI,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,60.15,24.96,Unspecified,1971-01-07 0:00,2021-04-28 23:00,51,0,theoretical mean water: https://en.ilmatieteenlaitos.fi/theoretical-mean-sea-level,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
kaskinen_adskar-134251-fin-fmi,Kaskinen_Adskar,134251,FIN,FMI,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,62.34,21.21,Unspecified,1971-01-07 0:00,2021-04-28 23:00,51,0,theoretical mean water: https://en.ilmatieteenlaitos.fi/theoretical-mean-sea-level,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
kemi_ajos-100539-fin-fmi,Kemi_Ajos,100539,FIN,FMI,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,65.67,24.52,Unspecified,1971-01-07 0:00,2021-04-28 23:00,51,0,theoretical mean water: https://en.ilmatieteenlaitos.fi/theoretical-mean-sea-level,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
oulu_toppila-134248-fin-fmi,Oulu_Toppila,134248,FIN,FMI,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,65.04,25.42,Unspecified,1971-01-07 0:00,2021-04-28 23:00,51,0,theoretical mean water: https://en.ilmatieteenlaitos.fi/theoretical-mean-sea-level,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
pietarsaari_leppaluoto-134250-fin-fmi,Pietarsaari_Leppaluoto,134250,FIN,FMI,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,63.71,22.69,Unspecified,1971-01-07 0:00,2021-04-28 23:00,51,0,theoretical mean water: https://en.ilmatieteenlaitos.fi/theoretical-mean-sea-level,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
pori_mantyluoto_kallo-134266-fin-fmi,Pori_Mantyluoto_Kallo,134266,FIN,FMI,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,61.59,21.46,Unspecified,1971-01-07 0:00,2021-04-28 23:00,51,0,theoretical mean water: https://en.ilmatieteenlaitos.fi/theoretical-mean-sea-level,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
vaasa_vaskiluoto-134223-fin-fmi,Vaasa_Vaskiluoto,134223,FIN,FMI,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,63.08,21.57,Unspecified,1971-01-07 0:00,2021-04-28 23:00,51,0,theoretical mean water: https://en.ilmatieteenlaitos.fi/theoretical-mean-sea-level,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
turku_ruissalo_saaronniemi-134225-fin-fmi,Turku_Ruissalo_Saaronniemi,134225,FIN,FMI,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,Finnish Meteorological Institute,https://en.ilmatieteenlaitos.fi/download-observations,Ulpu.Leijala@fmi.fi,60.43,22.1,Unspecified,1985-01-01 0:00,2021-04-28 23:00,37,0,theoretical mean water: https://en.ilmatieteenlaitos.fi/theoretical-mean-sea-level,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
maloy-may-nor-nhs,Maloy,MAY,NOR,NHS,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,61.933776,5.11331,Unspecified,1943-06-24 23:00,2020-12-31 7:00,76,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
kristiansund-ksu-nor-nhs,Kristiansund,KSU,NOR,NHS,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,63.113859,7.734352,Unspecified,1952-04-19 23:00,2020-12-31 23:00,69,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
tromso-tos-nor-nhs,Tromso,TOS,NOR,NHS,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,69.64611,18.95479,Unspecified,1952-04-21 23:00,2020-12-31 23:00,69,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
hammerfest-hft-nor-nhs,Hammerfest,HFT,NOR,NHS,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,70.664641,23.683227,Unspecified,1956-12-31 23:00,2020-12-31 23:00,64,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
rorvik-rvk-nor-nhs,Rorvik,RVK,NOR,NHS,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,64.859456,11.230107,Unspecified,1969-08-18 23:00,2020-12-31 23:00,52,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
helgeroa-hro-nor-nhs,Helgeroa,HRO,NOR,NHS,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,58.995212,9.856379,Unspecified,1965-04-23 23:00,2020-12-31 23:00,46,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
venezia-vene-ita-cv,Venezia,VENE,ITA,CV,City of Venice  Tide Forecasts and Reporting Center,https://www.comune.venezia.it/node/6214,maree@comune.venezia.it,City of Venice  Tide Forecasts and Reporting Center,https://www.comune.venezia.it/node/6214,maree@comune.venezia.it,45.4188,12.4257,Unspecified,1983-01-01 0:00,2020-12-31 23:00,38,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
eden-60530-aus-bom,Eden,60530,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and Manly Hydraulics Laboratory,https://mhl.nsw.gov.au,tides@bom.gov.au,-37.0712,149.9083,GDA,1957-11-03 20:00,2019-12-31 23:00,51,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
lord_howe_island-57720-aus-bom,Lord_Howe_Island,57720,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and Manly Hydraulics Laboratory,https://mhl.nsw.gov.au,tides@bom.gov.au,-31.5236,159.0582,GDA,1958-08-31 14:00,2019-12-31 23:00,49,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
port_kembla-60420-aus-bom,Port_Kembla,60420,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,-34.475,150.91,GDA,1957-11-13 14:00,2019-12-31 23:00,47,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
mooloolaba-59950-aus-bom,Mooloolaba,59950,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and The State of Queensland,https://www.qld.gov.au/environment/coasts-waterways/beach/storm/storm-sites,tides@bom.gov.au,-26.6867,153.12,GDA,1979-07-23 14:00,2019-12-31 23:00,36,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
brunswick_heads-202403-aus-bom,Brunswick_Heads,202403,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Manly Hydraulics Laboratory,https://mhl.nsw.gov.au/Data-OceanTide,Unspecified,-28.53681115,153.55211,GDA,1986-02-25 7:15,2019-12-09 22:15,34,0,Australian Height Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
sydney_port_jackson-213470-aus-bom,Sydney_Port_Jackson,213470,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Manly Hydraulics Laboratory,https://mhl.nsw.gov.au/Data-OceanTide,Unspecified,-33.8254,151.2585,GDA,1987-09-23 19:30,2020-02-18 23:30,34,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
coffs_harbour-205470-aus-bom,Coffs_Harbour,205470,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Manly Hydraulics Laboratory,https://mhl.nsw.gov.au/Data-OceanTide,Unspecified,-30.30285837,153.1460611,GDA,1996-08-16 0:30,2019-11-05 6:15,23,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,100
